ID,filename,NAME,(C2H6+C2H2)/C2H4_Select,C2H6/C2H4_Select,C2H2/C2H4_Select,C2H6-uptake_mmol/g,C2H2-uptake_mmol/g,C2H4-uptake_mmol/g,VOL_A3,DEN_g1cm-3,GCD_A,PLD_A,LCD_A,Sa_A2,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,All_Metals,Has_OMS,Open_Metal_Sites
5525,OYEJOS_clean,OYEJOS_clean,2.398145719,2.184767435,0.213378284,4.128834349,0.403248224,1.889827852,6715.33984,0.83479,9.55583,4.63693,9.55583,1059.77002,1578.13,1890.44995,4385.6499,0.65308,0.78233,Cu,Yes,Cu
5526,OYERER_clean,OYERER_clean,2.488681124,1.524568646,0.964112478,0.744331708,0.470703296,0.488224463,7866.85986,0.46237,14.32515,11.45272,14.32515,1620.45996,2059.8501,4455.00977,6573.62012,0.83561,1.80724,"Cu,Cr",Yes,"Cu,Cr"
5527,OYERIV_clean,OYERIV_clean,3.061167456,2.25734961,0.803817846,2.003647926,0.713477413,0.887610814,9161.55957,0.7927,14.68028,11.95217,14.68028,1227.13,1339.43005,1689.71997,6348.58984,0.69296,0.87418,"Cr,Mn",Yes,Cr
5528,OYEROB_clean,OYEROB_clean,3.475902009,1.925375222,1.550526788,2.857111395,2.300864633,1.483924465,9491.80957,0.79035,9.45168,7.14174,9.44893,1912.28003,2014.66003,2549.08008,6924.75,0.72955,0.92308,"Cd,Cr",Yes,"Cd,Cr"
5529,OYERUH_clean,OYERUH_clean,3.266601327,2.435553826,0.831047501,2.802798622,0.956356934,1.150784923,17275.1992,1.08661,7.57942,6.42809,7.56103,2660.94995,1540.32996,1417.56006,10926.7002,0.63251,0.58209,"Cd,Cr",Yes,"Cd,Cr"
5530,OYEWEW_clean,OYEWEW_clean,2.392400911,2.160233709,0.232167202,8.143207445,0.87517646,3.769595582,19366.9003,0.57968,9.10111,6.40889,9.10064,4464.16992,2305.05005,3976.44995,14491.2998,0.74825,1.29081,Al,Yes,Al
5531,OYEWIA_clean,OYEWIA_clean,3.710010564,2.179472049,1.530538515,5.035752381,3.536366972,2.310537721,9059.2002,0.67792,10.37041,7.95909,10.26711,1686.27002,1861.39001,2745.72998,6409.56006,0.70752,1.04366,Al,Yes,Al
5532,OYIVEY_clean,OYIVEY_clean,2.480420333,2.023981625,0.456438708,3.363978741,0.758628484,1.662059922,7960.10986,1.02358,8.41834,4.77784,8.41834,1257.39001,1579.60999,1543.21997,5065.56982,0.63637,0.62171,Cu,Yes,Cu
5533,OYIVIC_clean,OYIVIC_clean,2.465569646,2.215967013,0.249602634,1.933518796,0.217788162,0.872539521,1398.01001,1.19582,5.5413,4.80567,5.5413,148.72701,1063.83997,889.633,816.30103,0.5839,0.48828,Cu,Yes,Cu
5534,OYIVOI_clean,OYIVOI_clean,2.488764865,2.289419185,0.19934568,1.68666123,0.146861978,0.736720143,1421.83997,1.34386,5.54513,4.92009,5.54513,133.198,936.79999,697.09399,794.07001,0.55848,0.41558,Cu,Yes,Cu
5536,OYUSAD_charged,OYUSAD_charged,2.782019148,2.257996816,0.524022333,3.680485322,0.854144918,1.629978084,3896.03003,1.13784,6.75607,4.84046,6.75225,740.80701,1901.43994,1671.08997,2460.65991,0.63158,0.55507,"Zn,Co",Yes,Zn
5537,OZAVES_clean,OZAVES_clean,14.65512538,2.115521386,12.53960399,0.627888117,3.721762585,0.296800648,2591.01001,1.07782,5.64539,5.08904,5.62805,327.44901,1263.79004,1172.54004,1486.77002,0.57382,0.53239,Ca,Yes,Ca
5538,OZAVOC_clean,OZAVOC_clean,3.876726143,2.406591505,1.470134638,1.838561845,1.123137619,0.763969224,1265.26001,1.35316,6.46772,5.63481,6.46128,155.48599,1228.88,908.15601,700.93103,0.55398,0.4094,Sr,Yes,Sr
5539,OZAVUI_clean,OZAVUI_clean,8.96899342,1.518882822,7.450110599,0.630019086,3.090239617,0.414791106,1374.90002,1.24526,5.43678,4.75451,5.43678,160.11301,1164.55005,935.18298,800.84998,0.58248,0.46776,Sr,Yes,Sr
5540,OZUKOL_clean,OZUKOL_clean,3.788458418,1.998532176,1.789926242,2.377706904,2.129522874,1.189726607,4225.87012,1.07501,11.66314,11.04095,11.66159,615.38,1456.21997,1354.60999,2751.34009,0.65107,0.60564,Mn,Yes,Mn
5541,OZUKUR01_clean,OZUKUR01_clean,3.661812206,1.85851856,1.803293645,1.787241691,1.734134731,0.961648557,4301.35986,1.04914,12.00308,11.20848,12.00308,645.98901,1501.81995,1431.48999,2863.88989,0.66581,0.63463,Mn,Yes,Mn
5542,OZUKUR_clean,OZUKUR_clean,3.862250143,1.993086659,1.869163484,2.337590902,2.192247655,1.172849606,4230.52002,1.07383,11.77684,11.08852,11.77544,615.06897,1453.88,1353.93005,2760.45996,0.65251,0.60765,Mn,Yes,Mn
5543,OZULAY_clean,OZULAY_clean,4.646571814,2.034165514,2.6124063,2.124937663,2.728981736,1.044623777,4236.83008,1.07223,11.76704,10.98127,11.76502,618.35498,1459.47998,1361.16003,2748.01001,0.6486,0.60491,Mn,Yes,Mn
5544,OZULUS_clean,OZULUS_clean,3.121257817,2.176433411,0.944824406,2.671444948,1.159716798,1.227441618,3631.71997,1.32172,11.30527,10.53212,11.30463,528.15503,1454.28003,1100.29004,2290.31006,0.63064,0.47713,Cu,Yes,Cu
5545,OZUMAZ01_clean,OZUMAZ01_clean,3.359432447,2.088240994,1.271191453,2.466012328,1.501155185,1.180904089,3631.46997,1.32181,11.42001,10.68224,11.42001,527.37799,1452.23999,1098.67004,2284.56006,0.6291,0.47594,Cu,Yes,Cu
5546,OZUMAZ_clean,OZUMAZ_clean,2.811114541,2.115809354,0.695305188,2.734975754,0.898777967,1.292638087,3630.53003,1.32216,11.32593,10.60044,11.32566,525.69,1447.96997,1095.16003,2291.91992,0.63129,0.47747,Cu,Yes,Cu
5547,OZUMIH_clean,OZUMIH_clean,3.296222011,2.165752695,1.130469317,2.587333453,1.350524041,1.194657848,3630.79004,1.32207,11.34307,10.585,11.34288,530.06299,1459.91003,1104.27002,2297.6001,0.63281,0.47865,Cu,Yes,Cu
5551,PACZOK_clean,PACZOK_clean,25.81195971,1.578789147,24.23317057,0.244195379,3.748206835,0.154672573,18624,1.08844,14.42262,6.94223,14.41025,3799.75,2040.25,1874.46997,13238.7998,0.71085,0.65309,V,Yes,V
5555,PAHPOG_clean,PAHPOG_clean,2.428767161,2.266638619,0.162128542,4.281455576,0.306244738,1.888900833,7649.12988,0.95405,7.73062,5.40152,7.60787,1124.57996,1470.20996,1541.02002,4602.85986,0.60175,0.63073,"Ag,Fe",Yes,Ag
5556,PAJSAX_clean,PAJSAX_clean,2.36842186,1.980213079,0.388208782,2.55973172,0.501819902,1.292654688,9382.78027,0.8475,11.72543,11.19673,11.71838,614.51398,654.93903,772.78601,6505.27002,0.69332,0.81807,Zn,No, 
5560,PALTON_clean,PALTON_clean,2.948172975,2.265671032,0.682501943,4.183541338,1.260233746,1.846491074,6746.54004,0.7236,12.85281,10.88454,12.85281,1108.06006,1642.41003,2269.79004,4614.22998,0.68394,0.9452,Cu,Yes,Cu
5561,PAMHIW_clean,PAMHIW_clean,3.05406349,2.110106103,0.943957388,3.538198376,1.582815429,1.67678695,6985.97998,0.95209,9.2687,4.50421,9.2687,778.51398,1114.40002,1170.47998,4352.47021,0.62303,0.65438,Cu,No, 
5562,PAMTII_clean,PAMTII_clean,3.0992059,2.108458576,0.990747324,2.990604381,1.405260374,1.418384224,5019.08984,0.95383,12.14001,5.49468,12.14001,906.76801,1806.64001,1894.09998,3506.37988,0.69861,0.73243,Er,Yes,Er
5563,PAMTOO_clean,PAMTOO_clean,4.290452881,2.025077789,2.265375092,2.512021995,2.810100475,1.240457037,5131.97021,0.92361,12.35154,5.62136,12.35154,922.63501,1797.81995,1946.52002,3609.15991,0.70327,0.76144,Dy,Yes,Dy
5567,PANYOU_charged,PANYOU_charged,3.387013558,2.025833951,1.361179607,1.912160831,1.284801417,0.943888235,2612.67993,1.15349,5.36231,4.92388,5.28904,275.10699,1052.96997,912.85602,1396.44995,0.53449,0.46337,Zn,No, 
5573,PAPRUU_clean,PAPRUU_clean,3.327808543,2.025075239,1.302733304,0.704609074,0.453275853,0.347942171,1139.17004,1.80811,7.39284,4.83476,7.39284,78.7587,691.36798,382.37,501.67999,0.44039,0.24356,"La,Ni",No, 
5574,PAPVAF_clean,PAPVAF_clean,6.175404311,2.105113677,4.070290634,3.227984648,6.241390109,1.533401585,9391.63965,0.8171,10.09597,6.84011,9.48586,2119.84009,2257.15991,2762.40991,6863.68994,0.73083,0.89442,Pr,Yes,Pr
5581,PAQVEK_clean,PAQVEK_clean,3.709125944,3.412577051,0.296548893,2.712972771,0.235754112,0.794992386,5574.79004,1.11804,5.27989,4.58936,5.26433,462.42499,829.49298,741.91803,2806.90991,0.5035,0.45034,"Ni,Fe,K",Yes,"Ni,K"
5583,PARHAS_clean,PARHAS_clean,4.249348094,2.079020033,2.170328061,3.420681348,3.570913508,1.645333519,1752.45996,0.69817,6.90619,6.37667,6.76392,335.323,1913.43994,2740.65991,1199.12,0.68425,0.98006,Ca,Yes,Ca
5584,PARHEW_clean,PARHEW_clean,4.204999051,1.968915484,2.236083567,3.993451655,4.53533516,2.028249403,1934.93994,0.63232,7.38605,6.67234,7.38605,413.134,2135.12012,3376.62012,1390.80005,0.71878,1.13673,Ca,Yes,Ca
5585,PARKUQ01_clean,PARKUQ01_clean,2.507097661,1.980837789,0.526259872,2.919900427,0.775745713,1.474073466,1811.92004,1.17133,6.67552,5.18428,6.65544,292.90302,1616.53003,1380.07996,1167.89001,0.64456,0.55028,Cd,No, 
5586,PARKUQ_charged,PARKUQ_charged,4.33635207,2.35372473,1.98262734,1.522895393,1.282789786,0.647015079,1807.19995,1.3438,5.67135,5.18154,5.67135,196.92999,1089.69995,810.90997,962.64001,0.53267,0.39639,Cd,No, 
5588,PARNIH_clean,PARNIH_clean,2.578297194,2.161808842,0.416488352,3.487907022,0.671970906,1.613420647,4925.66992,0.86102,8.32489,6.77668,8.32489,934.56097,1897.32996,2203.59009,3233.31006,0.65642,0.76238,Cu,Yes,Cu
5589,PARNON_clean,PARNON_clean,2.635490669,2.305645379,0.32984529,4.056510666,0.580323822,1.759381865,4363.89014,0.97339,7.81335,6.23608,7.8124,803.05298,1840.21997,1890.53003,2712.15991,0.6215,0.63849,Cu,Yes,Cu
5597,PASTOU_clean,PASTOU_clean,2.620268135,2.379631716,0.240636419,0.932402338,0.094287682,0.39182632,2172.37012,1.58721,6.66976,4.5166,6.66976,140.981,648.97101,408.87601,1027.27002,0.47288,0.29793,Cd,Yes,Cd
5598,PATNAB_clean,PATNAB_clean,2.292398895,1.78336222,0.509036675,0.982266364,0.280374676,0.550794647,2706.01001,1.35956,9.14224,6.89364,9.14224,440.40601,1627.51001,1197.08997,1858.83997,0.68693,0.50526,Ag,Yes,Ag
5599,PATWOY_clean,PATWOY_clean,2.731595827,2.372700852,0.358894974,3.988869557,0.603356819,1.681151483,3120.88989,0.91186,7.80785,6.68696,7.80785,432.24701,1385.01001,1518.89001,1848.46997,0.59229,0.64954,Zn,Yes,Zn
5600,PAVKIH_charged,PAVKIH_charged,3.513441449,2.05219941,1.461242039,1.457149632,1.037544543,0.710042906,14976.5,1.29997,8.78156,6.51511,8.78156,1648.93994,1101.02002,846.95801,8127.8999,0.54271,0.41748,Ag,Yes,Ag
5612,PEDMOB_clean,PEDMOB_clean,13.48397177,2.081397192,11.40257458,0.33474385,1.833836294,0.160826512,2869.09009,1.47554,6.13543,5.59613,6.13543,219.79201,766.06897,519.17798,1367.15002,0.47651,0.32294,Cu,Yes,Cu
5613,PEDRIA_clean,PEDRIA_clean,2.07007921,1.560815485,0.509263725,0.912975034,0.29788599,0.584934634,17338,0.5899,15.09269,7.93434,15.08196,3730.57007,2151.67993,3647.52002,14035.2998,0.80951,1.37228,Zn,No, 
5614,PEFJUF_clean,PEFJUF_clean,2.506096311,1.595812961,0.91028335,3.43394099,1.958788019,2.151844279,3925.45996,1.19245,6.61682,6.0615,6.61682,650.09003,1656.08997,1388.81006,2444.07007,0.62262,0.52213,Al,No, 
5615,PEFRID01_clean,PEFRID01_clean,4.663437788,2.195902539,2.467535249,1.636142434,1.83853293,0.745088821,5180.37012,1.31717,6.55951,5.47634,6.55951,594,1146.64001,870.53198,2831.8501,0.54665,0.41502,Sm,Yes,Sm
5616,PEFRID_clean,PEFRID_clean,3.481325943,2.132947759,1.348378184,3.099006901,1.95908844,1.452922083,6700.43018,1.01836,9.83364,8.16227,9.74315,1027.22998,1533.07996,1505.43994,4347.91016,0.6489,0.6372,Sm,Yes,Sm
5617,PEFRUP01_clean,PEFRUP01_clean,3.207389599,2.323009988,0.884379611,2.184389559,0.831606234,0.940327235,5236.47998,1.32053,6.70842,5.60789,6.69161,626.48297,1196.38,905.98297,2889.38989,0.55178,0.41785,Gd,Yes,Gd
5618,PEFRUP_clean,PEFRUP_clean,3.152713123,2.306826195,0.845886928,3.411414806,1.250927009,1.478834779,6573.75,1.0519,9.50189,8.00757,9.50189,1010.67999,1537.44995,1461.58997,4225.66992,0.64281,0.61109,Gd,Yes,Gd
5626,PEGCIP_clean,PEGCIP_clean,3.482866972,2.620520195,0.862346778,2.347117234,0.772376793,0.89566844,6717.16992,1.20371,5.4738,4.63859,5.45736,732.68701,1090.77002,906.16901,3597.31006,0.53554,0.44491,Zn,Yes,Zn
5633,PEHTON_clean,PEHTON_clean,4.98584681,2.653777109,2.332069701,0.955519026,0.839685052,0.360060015,4838.24023,1.25943,5.79765,4.80371,5.79765,431.444,891.73798,708.05103,2369.42993,0.48973,0.38885,Cu,Yes,Cu
5637,PEJFUG_clean,PEJFUG_clean,3.057449348,1.233059686,1.824389662,0.771624729,1.141667508,0.625780518,2758.66992,2.02674,5.6094,5.1902,5.6094,181.41,657.599,324.46201,1347.44995,0.48844,0.241,Ga,No, 
5638,PEJMOI_clean,PEJMOI_clean,4.471256236,1.534351081,2.936905156,0.548358198,1.049613768,0.357387696,4102.1499,1.78918,7.77261,4.72411,7.77261,328.427,800.62,447.479,2028.56006,0.49451,0.27639,"Cd,K",Yes,"Cd,K"
5639,PEJNUP_clean,PEJNUP_clean,3.528183091,1.934485169,1.593697921,2.841569087,2.340986026,1.468901976,3520.87988,0.77113,9.7414,9.14394,9.67281,721.47302,2049.12988,2657.31006,2591.26001,0.73597,0.95441,Zn,No, 
5640,PEJPAX_charged,PEJPAX_charged,2.698884962,2.122314866,0.576570096,3.412714802,0.927133542,1.608015312,3602.80005,0.9383,7.32167,6.47359,7.26969,527.08002,1462.96997,1559.18005,2263.95996,0.62839,0.66971,Zn,Yes,Zn
5643,PEKCUF_clean,PEKCUF_clean,3.030470298,2.218425242,0.812045056,4.875088991,1.78450544,2.197544861,9781.12988,0.76986,8.20333,5.43297,8.20152,1915.75,1958.62,2544.12012,6573.22021,0.67203,0.87292,Mn,Yes,Mn
5644,PEKDAM_clean,PEKDAM_clean,3.762026596,2.303466403,1.458560194,4.33118061,2.742513467,1.880288163,4574.18018,0.82311,6.66878,5.26481,6.65683,879.09399,1921.85999,2334.87012,2947.18994,0.64431,0.78277,Mn,Yes,Mn
5650,PELQII_clean,PELQII_clean,2.644648154,2.033939631,0.610708524,4.255462374,1.277740551,2.09222649,17671,0.67153,9.06577,7.1819,8.76719,3448.40991,1951.45996,2906.01001,12513.7002,0.70815,1.05454,Cd,Yes,Cd
5652,PELRIJ_clean,PELRIJ_clean,2.365309675,1.85788572,0.507423955,2.82391314,0.771264431,1.519960625,33902.1015,0.51708,21.55746,10.38341,21.43939,5926.87988,1748.22998,3380.96997,26979,0.79579,1.53901,Cu,Yes,Cu
5655,PEMREG_clean,PEMREG_clean,3.375178401,2.166870945,1.208307456,4.380662739,2.442779281,2.021653735,8199.70996,0.75302,9.06566,7.46673,9.06566,1603.85999,1956,2597.53003,5767.75977,0.70341,0.93412,Cd,Yes,Cd
5657,PENNAZ_clean,PENNAZ_clean,4.286127284,2.148254612,2.137872672,2.550089548,2.537765647,1.18705182,6622.7998,0.9625,8.96214,8.00387,8.96214,1279.73999,1932.31995,2007.62,4610.52979,0.69616,0.72329,Cd,Yes,Cd
5658,PENNON_clean,PENNON_clean,2.871960278,1.95314133,0.918818948,3.251112605,1.529425351,1.664555736,4850,0.6849,7.9329,6.23526,7.71712,1215.29004,2505.75,3658.57007,3595.84009,0.74141,1.08251,Co,Yes,Co
5662,PENZIS_clean,PENZIS_clean,3.915424317,2.256546543,1.658877774,1.549974777,1.13944856,0.686879152,2313.79004,1.48152,5.20436,4.63461,5.20306,383.58899,1657.83997,1119.01001,1482.48999,0.64072,0.43248,Zn,No, 
5665,PEPFAT_clean,PEPFAT_clean,3.131539333,2.049541361,1.081997972,2.979569048,1.572980048,1.453773564,12773,1.0029,10.91726,6.85852,7.70966,2654.6001,2078.30005,2072.28003,8794.4502,0.68852,0.68653,Zn,Yes,Zn
5668,PEPLAY_clean,PEPLAY_clean,2.381379927,2.118628102,0.262751825,3.045203199,0.377665479,1.437346741,1452.63,1.05651,6.74837,6.3776,6.72825,206.192,1419.43994,1343.52002,884.41699,0.60884,0.57627,V,No, 
5669,PEPLEC_clean,PEPLEC_clean,2.328274101,2.043827109,0.284446993,3.050969908,0.424614788,1.492772992,1489.84998,1.03011,7.22831,6.81306,7.22831,209.746,1407.82996,1366.67004,921.474,0.6185,0.60042,V,No, 
5670,PEPLIG_clean,PEPLIG_clean,2.357685992,2.061896196,0.295789795,2.943527757,0.422264455,1.427582903,1462.95996,1.04905,6.77242,6.39006,6.75097,209.30901,1430.71997,1363.82996,892.40503,0.61,0.58148,V,No, 
5671,PEPLOM_clean,PEPLOM_clean,2.718904478,2.348320104,0.370584374,2.03217026,0.320693309,0.865371913,1277.92004,1.20095,5.48105,5.23227,5.47438,140.49699,1099.42004,915.45801,716.33698,0.56055,0.46676,V,No, 
5672,PEQRUZ_clean,PEQRUZ_clean,4.686372564,3.3876994,1.298673165,2.369201133,0.908232275,0.699354002,2958.72998,1.19715,5.68699,4.77458,5.65626,240.771,813.76501,679.75098,1383.22998,0.46751,0.39052,"Na,Co",Yes,Na
5674,PEQWAK_clean,PEQWAK_clean,3.144746235,2.531006003,0.613740232,2.305707389,0.559107875,0.91098456,1685.06995,1.06078,5.99001,5.4678,5.99001,187.908,1115.13,1051.22998,960.526,0.57002,0.53736,Mn,Yes,Mn
5686,PEVQIS_clean_h,PEVQIS_clean_h,2.325387926,1.602410777,0.722977149,1.028709351,0.464134019,0.641976056,16883.5996,0.60578,14.89727,7.78421,14.89727,3651.3999,2162.68994,3570.12012,13556,0.80291,1.32542,Zn,No, 
5687,PEVQOY_clean_h,PEVQOY_clean_h,2.178847401,1.633832222,0.545015179,1.213381538,0.404760873,0.742659817,16665.4003,0.61371,14.80942,7.88362,14.79687,3658.37012,2195.18994,3576.92993,13472.7998,0.80843,1.31729,Zn,No, 
5693,PEWGEF_clean,PEWGEF_clean,6.506862321,2.07536238,4.431499941,1.808577696,3.861837349,0.871451518,1989.22998,1.04146,9.8037,7.11476,9.8037,332.09399,1669.46997,1603,1365.31006,0.68635,0.65903,Cu,Yes,Cu
5695,PEWLUA_clean,PEWLUA_clean,2.47736576,1.869005869,0.608359891,3.320523753,1.080827783,1.776625643,21568.5996,0.58894,17.77124,7.51948,12.45937,4717.31006,2187.12012,3713.67993,16876.8007,0.78247,1.32862,Cu,Yes,Cu
5696,PEWXUL01_clean,PEWXUL01_clean,2.055819043,1.957235365,0.098583678,2.523576722,0.127109636,1.289357819,1545.59998,1.0598,5.54275,4.60824,5.54275,97.1898,628.81702,593.336,777.03302,0.50274,0.47437,Ni,No, 
5700,PEXFAA_clean,PEXFAA_clean,11.45301168,1.859392372,9.593619308,1.592835704,8.218308084,0.856643131,2892.36011,0.72286,6.38992,4.78581,6.38785,628.79401,2173.97998,3007.48999,2023.71997,0.69968,0.96794,Mg,Yes,Mg
5702,PEYPAM_SL,PEYPAM_SL,3.212902191,2.765273387,0.447628804,2.264267664,0.366528471,0.818822354,5257.35986,1.38224,6.47723,4.9888,6.46954,628.51801,1195.5,864.90399,2790.23999,0.53073,0.38396,Zn,No, 
5704,PEYSIW_clean,PEYSIW_clean,2.003452561,1.896395382,0.10705718,2.441501781,0.137830063,1.287443433,1552.33997,1.0552,5.69089,4.7197,5.69089,97.8333,630.23199,597.26501,777.02197,0.50055,0.47437,Ni,No, 
5705,PEYVEV_clean,PEYVEV_clean,4.193512183,1.972758771,2.220753411,2.050733804,2.308530652,1.039525883,6621.4502,1.41868,8.8911,6.60199,8.13016,714.362,1078.85999,760.46997,4161.12012,0.62843,0.44297,In,Yes,In
5706,PEZCII_clean,PEZCII_clean,3.797836409,2.106764373,1.691072036,2.70012399,2.167353992,1.281644984,9001.66016,0.9535,12.50562,10.18861,12.50562,1215.23999,1350.02002,1415.85999,5693.00977,0.63244,0.66328,La,Yes,La
5707,PIBNUK01_clean,PIBNUK01_clean,2.198992482,1.528434202,0.67055828,0.787292737,0.345402938,0.515097566,16845.9003,0.42304,15.37191,14.18335,15.37191,2350.04004,1395.02002,3297.61011,14088.5996,0.83632,1.97693,Zn,Yes,Zn
5708,PIBNUK_clean,PIBNUK_clean,2.15222972,1.489231331,0.662998389,0.776917098,0.345879631,0.521690003,16858.9003,0.42271,15.38411,14.18619,15.38378,2351.79004,1394.97998,3300.06006,14098.5996,0.83627,1.97834,Zn,Yes,Zn
5709,PIBPAS01_clean,PIBPAS01_clean,2.451717047,2.102883542,0.348833505,2.925948466,0.485366326,1.391398243,8408.42969,0.90443,10.22467,9.87308,10.22467,1343.82996,1598.19995,1767.06995,5415.60986,0.64407,0.71213,Zn,Yes,Zn
5710,PIBPIA_clean,PIBPIA_clean,2.30595976,1.472031345,0.833928415,0.62031946,0.351420523,0.421403703,17578,0.45872,15.49369,14.25357,15.47411,2401.51001,1366.19995,2978.27002,14736.7002,0.83836,1.82759,Cd,Yes,Cd
5711,PICTIG_clean,PICTIG_clean,3.013361389,2.060990122,0.952371266,3.277848883,1.514674455,1.590424353,2959.45996,0.95682,7.17773,5.19524,7.1746,542.5,1833.10999,1915.82996,1919.5,0.6486,0.67787,Zn,Yes,Zn
5713,PIDMEV_clean,PIDMEV_clean,2.552608426,2.310383546,0.24222488,4.284780698,0.449224325,1.854575491,3038.8501,1.03258,7.7619,4.42953,7.71379,462.802,1522.94995,1474.91003,1826.26001,0.60097,0.58201,Zn,Yes,Zn
5722,PIJJEZ_clean,PIJJEZ_clean,2.866847762,2.028215481,0.838632281,3.56113679,1.472468925,1.755798052,41220.5,0.93542,14.75395,5.96588,14.75395,6941.8999,1684.08997,1800.35999,27444.1992,0.66579,0.71176,Cd,No, 
5724,PIJROR_clean,PIJROR_clean,3.424501194,2.452029271,0.972471923,2.387572826,0.946908573,0.97371302,1544.97998,1.27602,8.28575,7.67913,8.28575,198.479,1284.66003,1006.78003,851.302,0.55101,0.43182,Ce,No, 
5726,PIQFIG_clean,PIQFIG_clean,2.371368921,1.392406421,0.9789625,0.25804207,0.181422253,0.185320942,7094.91016,0.69187,9.19593,7.79711,9.19593,1641.44995,2313.56006,3343.8999,5521.83008,0.77828,1.12489,"Cr,Mn",No, 
5730,PITPEP_clean,PITPEP_clean,3.317201703,2.209887822,1.107313881,3.296108038,1.651588894,1.49152731,4456,0.95288,11.41966,9.93708,11.41966,618.78497,1388.66003,1457.31995,2756.65991,0.61864,0.64923,Al,Yes,Al
5731,PIWSEV_clean,PIWSEV_clean,2.576325747,2.221618788,0.35470696,4.360957139,0.696276902,1.962963746,6571.43994,0.84682,8.52736,7.61097,8.52736,1223.37,1861.65002,2198.3999,4403.6499,0.67012,0.79134,Zn,Yes,Zn
5732,PIYZAZ_clean,PIYZAZ_clean,2.157225473,1.746720477,0.410504996,0.90531893,0.21276326,0.518296397,514.62201,1.03548,7.00061,5.66568,7.00061,124.879,2426.62012,2343.45996,380.26999,0.73893,0.71361,Cd,No, 
5733,PIYZED01_clean,PIYZED01_clean,2.189010006,1.786468647,0.402541359,0.971698455,0.218950843,0.543921359,2040.17004,1.04478,6.96517,5.63588,6.96259,494.556,2424.09009,2320.18994,1509.68005,0.73998,0.70826,Cd,No, 
5734,PIYZED02_clean,PIYZED02_clean,2.179594767,1.780325477,0.39926929,0.977438623,0.219207796,0.549022432,2033.07996,1.04842,6.95041,5.62583,6.95041,492.508,2422.46997,2310.58008,1503.26001,0.7394,0.70525,Cd,No, 
5735,PIYZED03_clean,PIYZED03_clean,2.189108921,1.795821244,0.393287677,1.037380088,0.227187871,0.577663334,2015.07996,1.05779,6.91935,5.60013,6.91935,486.918,2416.37012,2284.3501,1486,0.73744,0.69715,Cd,No, 
5736,PIYZED_clean,PIYZED_clean,2.1634739,1.755628448,0.407845452,0.901090902,0.20933007,0.513258316,2065.02002,1.03221,7.00442,5.67284,7.00442,501.24799,2427.32007,2351.59009,1531.88,0.74182,0.71867,Cd,No, 
5737,PIZHOX_clean,PIZHOX_clean,2.9334196,2.397264914,0.536154686,3.473219082,0.776794703,1.448825727,2969.69995,0.96087,6.00527,4.8111,5.6775,512.32501,1725.17004,1795.42004,1918.01001,0.64586,0.67216,Cu,Yes,Cu
5742,PIZQUM_clean,PIZQUM_clean,2.241648513,2.031246983,0.21040153,2.365651274,0.245039944,1.164630049,3054.5,1.21672,5.38703,4.44024,5.38703,292.27899,956.88098,786.44098,1612.26001,0.52783,0.43381,Cu,Yes,Cu
5743,PIZRAT_clean,PIZRAT_clean,3.086725145,2.802617792,0.284107353,2.310513896,0.23422173,0.82441277,3140.63989,1.18335,5.69309,4.64481,5.67801,301.31201,959.39801,810.74701,1696.34998,0.54013,0.45644,Cu,Yes,Cu
5744,PIZRUN_clean,PIZRUN_clean,2.2733452,2.006166244,0.267178956,2.323915756,0.309496477,1.158386431,3064.63989,1.2127,5.3818,4.43333,5.37307,293.48499,957.65002,789.68597,1626.21997,0.53064,0.43757,Cu,Yes,Cu
5745,PIZSAU_clean,PIZSAU_clean,3.024983797,2.784697568,0.240286229,2.347933577,0.2025987,0.843155682,3143.38989,1.18019,5.7096,4.51588,5.7096,311.74701,991.75403,840.336,1707.85999,0.54332,0.46037,Cu,Yes,Cu
5747,POBNEA_clean,POBNEA_clean,6.484145818,1.496719707,4.987426111,0.472919469,1.575880173,0.31597063,4473.99023,0.64658,12.6133,10.84896,12.6133,745.57001,1666.45996,2577.33008,3296.92993,0.73691,1.1397,"Li,Co",Yes,Li
5748,POBVIN_clean,POBVIN_clean,4.335453972,2.077277686,2.258176287,3.012347339,3.274675973,1.450141866,41087,0.86918,9.76079,6.4479,9.73092,7635.37988,1858.33997,2138.03003,28541.5,0.69466,0.79921,"Zn,Mn",Yes,Zn
